Original Name,Test Case Name,Test Type,Label,Bridger Score
EP-MOA,EP-MOA,Exact Match,Match,100
AREZOO,AREZOO,Exact Match,Match,100
"CAMBIS, Dimitris","CAMBIS, Dimitris",Exact Match,Match,100
"PUERTA PARRA, Gabriel","PUERTA PARRA, Gabriel",Exact Match,Match,100
"KAPIDZIC, Esad","KAPIDZIC, Esad",Exact Match,Match,100
YAMEN BENIN SARL,YAMEN BENIN SARL,Exact Match,Match,100
"VALDEZ RODRIGUEZ, Manuel Arturo","VALDEZ RODRIGUEZ, Manuel Arturo",Exact Match,Match,100
"IGNATOVA, Yekaterina Sergeyevna","IGNATOVA, Yekaterina Sergeyevna",Exact Match,Match,100
"AL-CARDINAL, Ashraf Seed Ahmed","AL-CARDINAL, Ashraf Seed Ahmed",Exact Match,Match,100
IRONSTONE MARINE INVESTMENTS,IRONSTONE MARINE INVESTMENTS,Exact Match,Match,100
"GLEBOVA, Lyubov Nikolayevna","GLEBOVA, Lyubov Nikolayevna",Exact Match,Match,100
"FORPRES, S.C.","FORPRES, S.C.",Exact Match,Match,100
CHON MA SAN,CHON MA SAN,Exact Match,Match,100
MYANMA GEMS ENTERPRISE,MYANMA GEMS ENTERPRISE,Exact Match,Match,100
GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY LTD.,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY LTD.,Exact Match,Match,100
"MAMSUROV, Taimuraz Dzhambekovich","MAMSUROV, Taimuraz Dzhambekovich",Exact Match,Match,100
NICO ENGINEERING LIMITED,NICO ENGINEERING LIMITED,Exact Match,Match,100
"PANG, Su Nam","PANG, Su Nam",Exact Match,Match,100
"SIREGAR, Parlindungan","SIREGAR, Parlindungan",Exact Match,Match,100
"BYSTROV, Mikhail Ivanovich","BYSTROV, Mikhail Ivanovich",Exact Match,Match,100
"MARTINEZ ARANGO, Oscar Richard","MARTINEZ ARANGO, Oscar Richard",Exact Match,Match,100
RASUL GAMZATOV,RASUL GAMZATOV,Exact Match,Match,100
"GAYE, Haroun","GAYE, Haroun",Exact Match,Match,100
"AZAMI, Seyed Reza Mousavi","AZAMI, Seyed Reza Mousavi",Exact Match,Match,100
EP-IDG,EP-IDG,Exact Match,Match,100
JASMINE CONTRACTING COMPANY,JASMINE CONTRACTING COMPANY,Exact Match,Match,100
"GAINI, Abdelatif","GAINI, Abdelatif",Exact Match,Match,100
SWANSEAS PORT SERVICES PTE. LTD.,SWANSEAS PORT SERVICES PTE. LTD.,Exact Match,Match,100
JOINT STOCK COMPANY SAROVBUSINESSBANK,JOINT STOCK COMPANY SAROVBUSINESSBANK,Exact Match,Match,100
"AL-HASAN, Suhayl Hasan","AL-HASAN, Suhayl Hasan",Exact Match,Match,100
"CHIWESHE, George","CHIWESHE, George",Exact Match,Match,100
BIIS MARITIME LIMITED,BIIS MARITIME LIMITED,Exact Match,Match,100
JOINT STOCK COMPANY SREDNE-NEVSKY SHIPYARD,JOINT STOCK COMPANY SREDNE-NEVSKY SHIPYARD,Exact Match,Match,100
VITAL SILUET CENTRO DE ESTETICA,VITAL SILUET CENTRO DE ESTETICA,Exact Match,Match,100
JOINT STOCK COMPANY 711 AIRCRAFT REPAIR PLANT,JOINT STOCK COMPANY 711 AIRCRAFT REPAIR PLANT,Exact Match,Match,100
MAHROUS TRADING FZE,MAHROUS TRADING FZE,Exact Match,Match,100
"KRASOV, Andrey Leonidovich","KRASOV, Andrey Leonidovich",Exact Match,Match,100
LOS CHATAS,LOS CHATAS,Exact Match,Match,100
"KATANGA, Germain","KATANGA, Germain",Exact Match,Match,100
ABMC THAI-SOUTH SUDAN CONSTRUCTION COMPANY LIMITED,ABMC THAI-SOUTH SUDAN CONSTRUCTION COMPANY LIMITED,Exact Match,Match,100
"AL-SHAYKH, Muhammad","AL-SHAYKH, Muhammad",Exact Match,Match,100
LAJNAT AL DAAWA AL ISLAMIYYA,LAJNAT AL DAAWA AL ISLAMIYYA,Exact Match,Match,100
EP-MOF,EP-MOF,Exact Match,Match,100
"KHIABANI, Hossein Modarres","KHIABANI, Hossein Modarres",Exact Match,Match,100
ALI ALMUTAWA PETROLEUM AND PETROCHEMICAL TRADING L.L.C.,ALI ALMUTAWA PETROLEUM AND PETROCHEMICAL TRADING L.L.C.,Exact Match,Match,100
"CASTRO GARZON, Ricardo","CASTRO GARZON, Ricardo",Exact Match,Match,100
"FERNANDEZ SANTANA, Mario Alberto","FERNANDEZ SANTANA, Mario Alberto",Exact Match,Match,100
COMERCIALIZADORA DE CAFE DEL OCCIDENTE CODECAFE LTDA.,COMERCIALIZADORA DE CAFE DEL OCCIDENTE CODECAFE LTDA.,Exact Match,Match,100
"ZAW, Aung Kyaw","ZAW, Aung Kyaw",Exact Match,Match,100
"POPOV, Aleksandr Nikolaevich","POPOV, Aleksandr Nikolaevich",Exact Match,Match,100
"ABBAS, Abdul Hussein","ABBAS, Abdul Hussein",Exact Match,Match,100
AL-ZAWRA TELEVISION STATION,AL-ZAWRA TELEVISION STATION,Exact Match,Match,100
GLOBAL DE TEXTILES ANDINO S.A.S.,GLOBAL DE TEXTILES ANDINO S.A.S.,Exact Match,Match,100
PAZARGAD NON INDUSTRIAL OPERATION COMPANY,PAZARGAD NON INDUSTRIAL OPERATION COMPANY,Exact Match,Match,100
"FADINA, Oksana Nikolayevna","FADINA, Oksana Nikolayevna",Exact Match,Match,100
MAHROUS GROUP,MAHROUS GROUP,Exact Match,Match,100
NATIONAL DEVELOPMENT FUND OF IRAN,NATIONAL DEVELOPMENT FUND OF IRAN,Exact Match,Match,100
"AL-HAMMADI, Hamid Yusif","AL-HAMMADI, Hamid Yusif",Exact Match,Match,100
KAROUN PETROCHEMICAL COMPANY,KAROUN PETROCHEMICAL COMPANY,Exact Match,Match,100
CONSTRUCTORA ROFI S A,CONSTRUCTORA ROFI S A,Exact Match,Match,100
GANJ,GANJ,Exact Match,Match,100
"LEPSVERIDZE, Grigory Victorovich","LEPSVERIDZE, Grigory Victorovich",Exact Match,Match,100
MOALLEM INSURANCE CO.,MOALLEM INSURANCE CO.,Exact Match,Match,100
"AHMAD, Ayman","AHMAD, Ayman",Exact Match,Match,100
SHARQ COALMINES,SHARQ COALMINES,Exact Match,Match,100
AGUSTA GRAND I LLC,AGUSTA GRAND I LLC,Exact Match,Match,100
"GORYACHEVA, Svetlana Petrovna","GORYACHEVA, Svetlana Petrovna",Exact Match,Match,100
WELFARE AND DEVELOPMENT ORGANIZATION OF JAMAAT-UD-DAWAH FOR QUR'AN AND SUNNAH,WELFARE AND DEVELOPMENT ORGANIZATION OF JAMAAT-UD-DAWAH FOR QUR'AN AND SUNNAH,Exact Match,Match,100
BICENTENARIO X,BICENTENARIO X,Exact Match,Match,100
"LEBEDEV, Yevgeny Viktorovich","LEBEDEV, Yevgeny Viktorovich",Exact Match,Match,100
"CHINA CONCORD PETROLEUM CO., LIMITED","CHINA CONCORD PETROLEUM CO., LIMITED",Exact Match,Match,100
"FERNANDEZ MELENDEZ, Manuel Angel","FERNANDEZ MELENDEZ, Manuel Angel",Exact Match,Match,100
"HAXHIREXHA, Kastriot","HAXHIREXHA, Kastriot",Exact Match,Match,100
CHONGCHONGANG SHIPPING COMPANY LIMITED,CHONGCHONGANG SHIPPING COMPANY LIMITED,Exact Match,Match,100
"AYAD, Yosef","AYAD, Yosef",Exact Match,Match,100
"M D S THMORDA S E Z CO., LTD.","M D S THMORDA S E Z CO., LTD.",Exact Match,Match,100
"AGUINO ARBOLEDA, Onofre Junior","AGUINO ARBOLEDA, Onofre Junior",Exact Match,Match,100
ESTABLO PUERTO RICO S.A. DE C.V.,ESTABLO PUERTO RICO S.A. DE C.V.,Exact Match,Match,100
CENTRAL BANK OF SYRIA,CENTRAL BANK OF SYRIA,Exact Match,Match,100
"AL-SURI, Faruq","AL-SURI, Faruq",Exact Match,Match,100
PRELASA,PRELASA,Exact Match,Match,100
"KHOURI, Atiya","KHOURI, Atiya",Exact Match,Match,100
"KYAING, Myint","KYAING, Myint",Exact Match,Match,100
"GHANIM, Ma'n","GHANIM, Ma'n",Exact Match,Match,100
"ATIA, Hachim K.","ATIA, Hachim K.",Exact Match,Match,100
"HENAO MONTOYA, Lorena","HENAO MONTOYA, Lorena",Exact Match,Match,100
"OVERDICK MEJIA, Horst Walter","OVERDICK MEJIA, Horst Walter",Exact Match,Match,100
MONETA TRANSFER AND EXCHANGE,MONETA TRANSFER AND EXCHANGE,Exact Match,Match,100
PROGRES,PROGRES,Exact Match,Match,100
"SALLUM, Muhammad","SALLUM, Muhammad",Exact Match,Match,100
KT SERVICES & LOGISTICS KTSL COMPANY LIMITED,KT SERVICES & LOGISTICS KTSL COMPANY LIMITED,Exact Match,Match,100
"MYINT, Yadanar Moe","MYINT, Yadanar Moe",Exact Match,Match,100
"PARRA RIVERO, Luis Eduardo","PARRA RIVERO, Luis Eduardo",Exact Match,Match,100
RAMAL S.A.,RAMAL S.A.,Exact Match,Match,100
"AVILA ROCHA, Maria Monserrat","AVILA ROCHA, Maria Monserrat",Exact Match,Match,100
SHIBA,SHIBA,Exact Match,Match,100
EGHTESAD NOVIN BANK,EGHTESAD NOVIN BANK,Exact Match,Match,100
DESIGN AND MANUFACTURING OF AERO-ENGINE COMPANY,DESIGN AND MANUFACTURING OF AERO-ENGINE COMPANY,Exact Match,Match,100
"REACH SHIPPING LINES HONG KONG CO., LIMITED","REACH SHIPPING LINES HONG KONG CO., LIMITED",Exact Match,Match,100
"BOYARSKIY, Sergey Mikhaylovich","BOYARSKIY, Sergey Mikhaylovich",Exact Match,Match,100
LOTTERY BG OOD,LOTTERY BG OOD,Exact Match,Match,100
AL-ARD AL-JADIDAH MONEY EXCHANGE COMPANY,AL-ARD AL-JADIDAH MONEY EXCHANGE COMPANY,Exact Match,Match,100
"ALMADANI, Mustafa Mohammed M.","ALMADANI, Mustafa Mohammed M.",Exact Match,Match,100
"HERYADI, Rudi","HERYADI, Rudi",Exact Match,Match,100
'NDRANGHETA ORGANIZATION,'NDRANGHETA ORGANIZATION,Exact Match,Match,100
TIUBODA OIL AND GAS SERVICES,TIUBODA OIL AND GAS SERVICES,Exact Match,Match,100
"HASSINE, Seifallah Ben","HASSINE, Seifallah Ben",Exact Match,Match,100
FANI OIL TRADING FZE,FANI OIL TRADING FZE,Exact Match,Match,100
EVIL CORP,EVIL CORP,Exact Match,Match,100
KHAZAR SEA SHIPPING LINES,KHAZAR SEA SHIPPING LINES,Exact Match,Match,100
ARASH SHIPPING ENTERPRISES LIMITED,ARASH SHIPPING ENTERPRISES LIMITED,Exact Match,Match,100
"HANIYEH, Ismail","HANIYEH, Ismail",Exact Match,Match,100
"FARAHI, Sayyad Medhi","FARAHI, Sayyad Medhi",Exact Match,Match,100
"JAFIELA BOUTIQUE, S.A. DE C.V.","JAFIELA BOUTIQUE, S.A. DE C.V.",Exact Match,Match,100
TORNADO CASH,TORNADO CASH,Exact Match,Match,100
"NODEH, Hosein Akbari","NODEH, Hosein Akbari",Exact Match,Match,100
EP-IAC,EP-IAC,Exact Match,Match,100
"'ABD-AL-WAHHAB, Ahmad","'ABD-AL-WAHHAB, Ahmad",Exact Match,Match,100
ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,Exact Match,Match,100
"RAMADHANI, Dini","RAMADHANI, Dini",Exact Match,Match,100
"GENCOGLU, Serhat","GENCOGLU, Serhat",Exact Match,Match,100
SOURIA,SOURIA,Exact Match,Match,100
YOUSSER COMPANY FOR FINANCE AND INVESTMENT,YOUSSER COMPANY FOR FINANCE AND INVESTMENT,Exact Match,Match,100
EP-MHL,EP-MHL,Exact Match,Match,100
"VORONTSOVA, Maria Vladimirovna","VORONTSOVA, Maria Vladimirovna",Exact Match,Match,100
EUROSADRUZHIE OOD,EUROSADRUZHIE OOD,Exact Match,Match,100
"GOMEZ APONTE, Laura Victoria","GOMEZ APONTE, Laura Victoria",Exact Match,Match,100
RENTA CAMPEROS URABA LTDA.,RENTA CAMPEROS URABA LTDA.,Exact Match,Match,100
KOREA KUMBYOL TRADING COMPANY,KOREA KUMBYOL TRADING COMPANY,Exact Match,Match,100
"AHMAD, Tariq Anwar al-Sayyid","AHMAD, Tariq Anwar al-Sayyid",Exact Match,Match,100
ISIL-SAUDI ARABIA,ISIL-SAUDI ARABIA,Exact Match,Match,100
"EL KHANSA, Ahmad","EL KHANSA, Ahmad",Exact Match,Match,100
VABO INTERNAL AD,VABO INTERNAL AD,Exact Match,Match,100
INVERSIONES LOS POSSO LTDA. S.C.S.,INVERSIONES LOS POSSO LTDA. S.C.S.,Exact Match,Match,100
"RUBIO GONZALEZ, David Nicolas","RUBIO GONZALEZ, David Nicolas",Exact Match,Match,100
"KUCHUMOVA, Nadezhda Leonidovna","KUCHUMOVA, Nadezhda Leonidovna",Exact Match,Match,100
"BRITO RODRIGUEZ, Jose Dionisio","BRITO RODRIGUEZ, Jose Dionisio",Exact Match,Match,100
"MEJIA MUNERA, Miguel Angel Melchor","MEJIA MUNERA, Miguel Angel Melchor",Exact Match,Match,100
"MEADOWS, John Edward","MEADOWS, John Edward",Exact Match,Match,100
ZEPHYR I,ZEPHYR I,Exact Match,Match,100
"AL-MARSUMI, Saddah Jaylut","AL-MARSUMI, Saddah Jaylut",Exact Match,Match,100
LINBURG INDUSTRIES LTD.,LINBURG INDUSTRIES LTD.,Exact Match,Match,100
"LAREDO DON JUAN, Job","LAREDO DON JUAN, Job",Exact Match,Match,100
"FURUNDZIJA, Anto","FURUNDZIJA, Anto",Exact Match,Match,100
"KHALIL, Fazl-ur Rehman","KHALIL, Fazl-ur Rehman",Exact Match,Match,100
LIA COMPANY,LIA COMPANY,Exact Match,Match,100
LABICO SAL OFFSHORE,LABICO SAL OFFSHORE,Exact Match,Match,100
"NYUNT, Thein","NYUNT, Thein",Exact Match,Match,100
AUTO EXPRESS DORADOS S.A. DE C.V.,AUTO EXPRESS DORADOS S.A. DE C.V.,Exact Match,Match,100
"TAMTOMO, Muhammad Bahrun Naim Anggih","TAMTOMO, Muhammad Bahrun Naim Anggih",Exact Match,Match,100
"ALEJOS LORENZANA, Felipe","ALEJOS LORENZANA, Felipe",Exact Match,Match,100
KHITI HOLDING GROUP,KHITI HOLDING GROUP,Exact Match,Match,100
"PIEDRAHITA CEBALLOS, Jose Bayron","PIEDRAHITA CEBALLOS, Jose Bayron",Exact Match,Match,100
"SHARIAT, Seyed Hossein","SHARIAT, Seyed Hossein",Exact Match,Match,100
FRANZUL S.A.,FRANZUL S.A.,Exact Match,Match,100
"GADDAFI, Muhammad","GADDAFI, Muhammad",Exact Match,Match,100
"RUELAS AVILA, Jesus Angel","RUELAS AVILA, Jesus Angel",Exact Match,Match,100
THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,Exact Match,Match,100
"KHANFURAH, Alaa","KHANFURAH, Alaa",Exact Match,Match,100
"GOMEZ VELAZQUEZ, Daniela","GOMEZ VELAZQUEZ, Daniela",Exact Match,Match,100
"SAN, Tin Aung","SAN, Tin Aung",Exact Match,Match,100
STATE AFFAIRS COMMISSION,STATE AFFAIRS COMMISSION,Exact Match,Match,100
MINISTRY OF ROCKET INDUSTRY,MINISTRY OF ROCKET INDUSTRY,Exact Match,Match,100
"CHAPFIKA, David","CHAPFIKA, David",Exact Match,Match,100
"GILMUTDINOV, Ildar Irekovich","GILMUTDINOV, Ildar Irekovich",Exact Match,Match,100
"JARRAYA, Mounir Ben Habib","JARRAYA, Mounir Ben Habib",Exact Match,Match,100
"SILCHENKO, Oleg F.","SILCHENKO, Oleg F.",Exact Match,Match,100
DAMASCUS CHAM HOLDING COMPANY,DAMASCUS CHAM HOLDING COMPANY,Exact Match,Match,100
"SAEDI, Nader","SAEDI, Nader",Exact Match,Match,100
"BELNEFTEKHIM USA, INC.","BELNEFTEKHIM USA, INC.",Exact Match,Match,100
"HEATH, Noel Timothy","HEATH, Noel Timothy",Exact Match,Match,100
"LOPEZ DIAZ, Jesus Alfonso","LOPEZ DIAZ, Jesus Alfonso",Exact Match,Match,100
"MUNOA ORDOZGOITI, Alona","MUNOA ORDOZGOITI, Alona",Exact Match,Match,100
SOCIEDAD DE NEGOCIOS SAN AGUSTIN LTDA.,SOCIEDAD DE NEGOCIOS SAN AGUSTIN LTDA.,Exact Match,Match,100
AMNAFZAR GOSTAR-E SHARIF,AMNAFZAR GOSTAR-E SHARIF,Exact Match,Match,100
DAMOUR 850 SAL,DAMOUR 850 SAL,Exact Match,Match,100
EP-MHA,EP-MHA,Exact Match,Match,100
EMPRESA DE TRANSPORTES CHULUCANAS 2000 S.A.,EMPRESA DE TRANSPORTES CHULUCANAS 2000 S.A.,Exact Match,Match,100
UNITED SHIPBUILDING CORPORATION JSC AYSBERG CENTRAL DESIGN BUILDING,UNITED SHIPBUILDING CORPORATION JSC AYSBERG CENTRAL DESIGN BUILDING,Exact Match,Match,100
"KAMYSHANOVA, Aleksandra Aleksandrovna","KAMYSHANOVA, Aleksandra Aleksandrovna",Exact Match,Match,100
"SERVICIOS TECNOLOGICOS INDUSTRIALES, C.A.","SERVICIOS TECNOLOGICOS INDUSTRIALES, C.A.",Exact Match,Match,100
"SIKORSKI, Artsiom Igaravich","SIKORSKI, Artsiom Igaravich",Exact Match,Match,100
SHANGHAI NORTH BEGINS INTERNATIONAL,SHANGHAI NORTH BEGINS INTERNATIONAL,Exact Match,Match,100
GOLD STAR 3,GOLD STAR 3,Exact Match,Match,100
GHADIR SOLAR ELECTRICITY AND ENERGY,GHADIR SOLAR ELECTRICITY AND ENERGY,Exact Match,Match,100
"ANSHORI, Abdullah","ANSHORI, Abdullah",Exact Match,Match,100
"ACUAINDUSTRIA NARCISO MENDOZA, S.C. DE R.L. DE C.V.","ACUAINDUSTRIA NARCISO MENDOZA, S.C. DE R.L. DE C.V.",Exact Match,Match,100
"PONENTE PARRA, Miguel Antonio Jose","PONENTE PARRA, Miguel Antonio Jose",Exact Match,Match,100
JOINT STOCK COMPANY CENTER OF RESEARCH AND TECHNOLOGY SERVICES DINAMIKA,JOINT STOCK COMPANY CENTER OF RESEARCH AND TECHNOLOGY SERVICES DINAMIKA,Exact Match,Match,100
"KHUTAEV, Khusein Merlovich","KHUTAEV, Khusein Merlovich",Exact Match,Match,100
STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,Exact Match,Match,100
SOMIC ENGINEERING AND MANAGEMENT CO,SOMIC ENGINEERING AND MANAGEMENT CO,Exact Match,Match,100
SABA STEEL,SABA STEEL,Exact Match,Match,100
HAOKUN ENERGY GROUP COMPANY LIMITED,HAOKUN ENERGY GROUP COMPANY LIMITED,Exact Match,Match,100
STARS COMMUNICATIONS LTD,STARS COMMUNICATIONS LTD,Exact Match,Match,100
"KADENKOV, Dmitry Mikhaylovich","KADENKOV, Dmitry Mikhaylovich",Exact Match,Match,100
"BAKHTIARI, Mashallah","BAKHTIARI, Mashallah",Exact Match,Match,100
"ADAM, Noureddine","ADAM, Noureddine",Exact Match,Match,100
SINA BANK,SINA BANK,Exact Match,Match,100
WORLDWIDE SHIPPING & TRANSPORTATION LIMITED,WORLDWIDE SHIPPING & TRANSPORTATION LIMITED,Exact Match,Match,100
ARTA SHIPPING ENTERPRISES LIMITED,ARTA SHIPPING ENTERPRISES LIMITED,Exact Match,Match,100
LOBAYE INVEST,LOBAYE INVEST,Exact Match,Match,100
"TRANZ-TEL, A.S.","TRANZ-TEL, A.S.",Exact Match,Match,100
BAVAND,BAVAND,Exact Match,Match,100
SIERRA GAS S.A.L. OFFSHORE,SIERRA GAS S.A.L. OFFSHORE,Exact Match,Match,100
SYRONICS,SYRONICS,Exact Match,Match,100
SALIM S.A.,SALIM S.A.,Exact Match,Match,100
PANYA AG,PANYA AG,Exact Match,Match,100
"RINCON CASTILLO, Salvador","RINCON CASTILLO, Salvador",Exact Match,Match,100
OLDHAM FARM,OLDHAM FARM,Exact Match,Match,100
JOINT STOCK COMPANY FLIGHT RESEARCH INSTITUTE N.A. M.M. GROMOV,JOINT STOCK COMPANY FLIGHT RESEARCH INSTITUTE N.A. M.M. GROMOV,Exact Match,Match,100
"TSAREVA, Marina Igorevna","TSAREVA, Marina Igorevna",Exact Match,Match,100
"AL-HASSAN, Kamal","AL-HASSAN, Kamal",Exact Match,Match,100
INTERNATIONAL INVESTMENT HOTELS HOLDINGS A.S.,INTERNATIONAL INVESTMENT HOTELS HOLDINGS A.S.,Exact Match,Match,100
EP-CFK,EP-CFK,Exact Match,Match,100
"HOSSEINI, Sayyed Jabar","HOSSEINI, Sayyed Jabar",Exact Match,Match,100
"HAMZA, Amir","HAMZA, Amir",Exact Match,Match,100
ELEMENTO SOLUTIONS LIMITED,ELEMENTO SOLUTIONS LIMITED,Exact Match,Match,100
"DEMIDOV, Valentin Valentinovich","DEMIDOV, Valentin Valentinovich",Exact Match,Match,100
JSC CENTRAL RESEARCH INSTITUTE OF AUTOMATION AND HYDRAULICS,JSC CENTRAL RESEARCH INSTITUTE OF AUTOMATION AND HYDRAULICS,Exact Match,Match,100
INTERCONTINENTAL DE FINANCIACION AEREA  S.A.,INTERCONTINENTAL DE FINANCIACION AEREA  S.A.,Exact Match,Match,100
YK-AKD,YK-AKD,Exact Match,Match,100
"SIBANDA, Levy","SIBANDA, Levy",Exact Match,Match,100
"VALYAEV, Yuri Konstantinovich","VALYAEV, Yuri Konstantinovich",Exact Match,Match,100
"VAINBERG, Alexander Vladelenovich","VAINBERG, Alexander Vladelenovich",Exact Match,Match,100
KOREA DAEBONG SHIPPING CO,KOREA DAEBONG SHIPPING CO,Exact Match,Match,100
UR-CKG,UR-CKG,Exact Match,Match,100
"MORDASHOV, Alexey Aleksandrovich","MORDASHOV, Alexey Aleksandrovich",Exact Match,Match,100
"AL-UBAYDI, Ahmad Hassan Kaka","AL-UBAYDI, Ahmad Hassan Kaka",Exact Match,Match,100
MARBLE SHIPPING LTD,MARBLE SHIPPING LTD,Exact Match,Match,100
"SEYYEDI, Seyed Nasser Mohammad","SEYYEDI, Seyed Nasser Mohammad",Exact Match,Match,100
"YEPES VELEZ, Silvio","YEPES VELEZ, Silvio",Exact Match,Match,100
"NAGIBIN, Anton Aleksandrovich","NAGIBIN, Anton Aleksandrovich",Exact Match,Match,100
"SUBAREV, Viktor Vladislavvich","SUBAREV, Viktor Vladislavvich",Exact Match,Match,100
HOMS REFINERY COMPANY,HOMS REFINERY COMPANY,Exact Match,Match,100
"CHEMEZOV, Alexander Sergeevich","CHEMEZOV, Alexander Sergeevich",Exact Match,Match,100
BEHSHAHR INDUSTRIAL DEVELOPMENT CORP.,BEHSHAHR INDUSTRIAL DEVELOPMENT CORP.,Exact Match,Match,100
"RADISAVLJEVIC, Miljojko","RADISAVLJEVIC, Miljojko",Exact Match,Match,100
"ZEAITER, Ali","ZEAITER, Ali",Exact Match,Match,100
"TABAQ, Qasim","TABAQ, Qasim",Exact Match,Match,100
JOINT STOCK COMPANY RADIOZAVOD,JOINT STOCK COMPANY RADIOZAVOD,Exact Match,Match,100
"MOZAFFARINIA, Reza","MOZAFFARINIA, Reza",Exact Match,Match,100
"IBRAHIM, Ali","IBRAHIM, Ali",Exact Match,Match,100
"KANG, Ryong","KANG, Ryong",Exact Match,Match,100
CHAPS INVESTMENT INC.,CHAPS INVESTMENT INC.,Exact Match,Match,100
EYRIE FARM,EYRIE FARM,Exact Match,Match,100
"AL-RAHYAH, Fadi","AL-RAHYAH, Fadi",Exact Match,Match,100
IRKUT-STANKO SERVICE,IRKUT-STANKO SERVICE,Exact Match,Match,100
SYRIAN ARAB REPUBLICAN GUARD,SYRIAN ARAB REPUBLICAN GUARD,Exact Match,Match,100
"ORLOVA, Natalya Alekseyevna","ORLOVA, Natalya Alekseyevna",Exact Match,Match,100
"KARIM, Shakeel","KARIM, Shakeel",Exact Match,Match,100
"LERCH, Gotthard","LERCH, Gotthard",Exact Match,Match,100
"PADILLA DE ARRETURETA, Carol Bealexis","PADILLA DE ARRETURETA, Carol Bealexis",Exact Match,Match,100
CUBACANCUN CIGARS AND GIFT SHOPS,CUBACANCUN CIGARS AND GIFT SHOPS,Exact Match,Match,100
THIEVES-IN-LAW,THIEVES-IN-LAW,Exact Match,Match,100
"LOBO, Carlos Arnoldo","LOBO, Carlos Arnoldo",Exact Match,Match,100
METALLIC MANUFACTURING FACTORY,METALLIC MANUFACTURING FACTORY,Exact Match,Match,100
MENA CRYSTAL SUGAR COMPANY LIMITED,MENA CRYSTAL SUGAR COMPANY LIMITED,Exact Match,Match,100
"PAVLOV, Vladimir Victorovich","PAVLOV, Vladimir Victorovich",Exact Match,Match,100
"BURLYAYEV, Nikolay Petrovich","BURLYAYEV, Nikolay Petrovich",Exact Match,Match,100
BANK OF EAST LAND,BANK OF EAST LAND,Exact Match,Match,100
"TIMCHENKO, Vyacheslav Stepanovich","TIMCHENKO, Vyacheslav Stepanovich",Exact Match,Match,100
KOMOTKO,KOMOTKO,Exact Match,Match,100
JSC 558 AIRCRAFT REPAIR PLANT,JSC 558 AIRCRAFT REPAIR PLANT,Exact Match,Match,100
"SAFARI, Mohammad Javad","SAFARI, Mohammad Javad",Exact Match,Match,100
"AKBAR, Umar","AKBAR, Umar",Exact Match,Match,100
RAMAK,RAMAK,Exact Match,Match,100
"HITTA, Sidan Ag","HITTA, Sidan Ag",Exact Match,Match,100
ISLAMIC ARMY OF ADEN,ISLAMIC ARMY OF ADEN,Exact Match,Match,100
"ZAKARIA, Zaini","ZAKARIA, Zaini",Exact Match,Match,100
"SHEIKH, Umair Naeem","SHEIKH, Umair Naeem",Exact Match,Match,100
"AL-'ATA, Baha' Abu","AL-'ATA, Baha' Abu",Exact Match,Match,100
"HUSSAIN, Mavungal","HUSSAIN, Mavungal",Exact Match,Match,100
"AGUIRRE GALINDO, Manuel","AGUIRRE GALINDO, Manuel",Exact Match,Match,100
"KHEDRI, Abdolhossein","KHEDRI, Abdolhossein",Exact Match,Match,100
KOREA DAESONG GENERAL TRADING CORPORATION,KOREA DAESONG GENERAL TRADING CORPORATION,Exact Match,Match,100
AMMERSHAM COMMERCIAL VENTURES LIMITED,AMMERSHAM COMMERCIAL VENTURES LIMITED,Exact Match,Match,100
GRUPO DE ADMINISTRACION EMPRESARIAL S.A.,GRUPO DE ADMINISTRACION EMPRESARIAL S.A.,Exact Match,Match,100
HERBY,HERBY,Exact Match,Match,100
"ALVAREZ VAZQUEZ, Jose Gerardo","ALVAREZ VAZQUEZ, Jose Gerardo",Exact Match,Match,100
FAJR INDUSTRIES GROUP,FAJR INDUSTRIES GROUP,Exact Match,Match,100
M LEASING LLC,M LEASING LLC,Exact Match,Match,100
JOINT STOCK COMPANY MOSCOW INDUSTRIAL BANK,JOINT STOCK COMPANY MOSCOW INDUSTRIAL BANK,Exact Match,Match,100
N.P.T.T. DONA-SHELL,N.P.T.T. DONA-SHELL,Exact Match,Match,100
"HIJAZI, Riad","HIJAZI, Riad",Exact Match,Match,100
CASPIAN AIRLINES,CASPIAN AIRLINES,Exact Match,Match,100
"DANDONG DONGYUAN INDUSTRIAL CO., LTD.","DANDONG DONGYUAN INDUSTRIAL CO., LTD.",Exact Match,Match,100
GOLGOHAR MINING AND INDUSTRIAL COMPANY,GOLGOHAR MINING AND INDUSTRIAL COMPANY,Exact Match,Match,100
ARMAN RESOURCES EQUIP AND SUPPORT MANAGEMENT,ARMAN RESOURCES EQUIP AND SUPPORT MANAGEMENT,Exact Match,Match,100
ARTENOS,ARTENOS,Exact Match,Match,100
